layer,direction,strength,prompt_id,degree_entropy_interv,degree_entropy_base,achieved_entropy_change,associative_drift,perplexity,local_coherence
12,broaden,0.5,p000,3.1965924742109713,2.928704612027892,0.26788786218307914,0.3001302480697632,4.726141172607323,1.0
12,broaden,0.5,p001,2.9207138341720427,2.6205069308301665,0.30020690334187616,0.21281850337982178,4.298780365391821,1.0
12,broaden,0.5,p002,3.008494367447609,2.7230130505481744,0.28548131689943457,0.26895034313201904,3.599098502918352,1.0
12,broaden,0.5,p003,3.161936850025398,2.967934003877086,0.1940028461483121,0.238175630569458,4.440620779278541,1.0
12,broaden,0.5,p004,3.1093376478686414,2.840860185927068,0.2684774619415733,0.21388059854507446,5.4576758688817675,1.0
12,broaden,0.5,p005,2.9573421694169637,2.7820333837090785,0.17530878570788522,0.29178082942962646,4.202387149885233,1.0
13,broaden,0.5,p000,3.1121424512827165,2.7566667363370185,0.35547571494569796,0.29672372341156006,5.5061419703781596,1.0
13,broaden,0.5,p001,3.1058750177870853,2.785725723246947,0.3201492945401383,0.2325289249420166,3.1054794053037824,1.0
13,broaden,0.5,p002,3.0028324070921615,2.6139289903025444,0.38890341678961704,0.24264031648635864,3.9918453635025535,1.0
13,broaden,0.5,p003,3.1220898700347686,2.8202519134499555,0.30183795658481305,0.21879714727401733,5.835085713148722,1.0
13,broaden,0.5,p004,3.1060216146501434,2.8019792398249925,0.30404237482515084,0.26936471462249756,6.232813928246305,1.0
13,broaden,0.5,p005,2.8799481417241695,2.6309800283633233,0.24896811336084612,0.27430009841918945,3.5193417143771026,1.0
14,broaden,0.5,p000,3.132096408796209,3.0368836454063746,0.09521276338983453,0.27409231662750244,4.442926225115848,1.0
14,broaden,0.5,p001,2.997482767130399,2.710269582260514,0.2872131848698851,0.18821269273757935,4.315436576370827,1.0
14,broaden,0.5,p002,2.9397270394743686,2.7241108260502216,0.21561621342414705,0.3417048454284668,2.8960194968557924,1.0
14,broaden,0.5,p003,3.1283705738864596,2.994863175273428,0.13350739861303174,0.23282229900360107,5.747726871981009,1.0
14,broaden,0.5,p004,3.1550465895242863,2.912557127248495,0.24248946227579138,0.23874914646148682,5.3949563150859525,1.0
14,broaden,0.5,p005,2.9670634484910794,2.7187806864202466,0.24828276207083277,0.23207557201385498,3.691178390353122,1.0
15,broaden,0.5,p000,3.135695153337534,2.866615939626948,0.26907921371058574,0.19087910652160645,4.960296825750616,1.0
15,broaden,0.5,p001,3.132407140209928,2.8052484817507777,0.32715865845915015,0.22799307107925415,4.08903541365713,1.0
15,broaden,0.5,p002,2.978306972587132,2.68395389464004,0.294353077947092,0.22934603691101074,3.5825860497534845,1.0
15,broaden,0.5,p003,3.1559344409627244,2.9141133097540335,0.24182113120869086,0.2587968111038208,4.5187620661575,1.0
15,broaden,0.5,p004,3.159590795337523,2.9302622678339354,0.22932852750358768,0.259311318397522,5.336851578995402,1.0
