prompt_id,layer,flattened,output_rel_l2_shift,output_cosine_shift,entropy_baseline,entropy_intervened,entropy_shift,mean_maxprob_baseline,mean_maxprob_intervened
p005,9,True,1.1867294927198393,0.5031533241271973,0.28416934609413147,0.5326201319694519,0.24845078587532043,0.7885711789131165,0.5402702689170837
p005,10,True,1.2512970182544745,0.4496691823005676,0.26735687255859375,0.5096336603164673,0.24227678775787354,0.8082176446914673,0.5659999847412109
p005,11,True,1.3189997689440842,0.4824942946434021,0.20381532609462738,0.49016544222831726,0.2863501161336899,0.865290105342865,0.6105125546455383
p005,12,True,1.3393057927664187,0.4580555558204651,0.22149352729320526,0.47456493973731995,0.2530714124441147,0.8443619012832642,0.6128330230712891
p005,13,True,1.3631647425781659,0.5195640623569489,0.20658206939697266,0.44295579195022583,0.23637372255325317,0.8578727841377258,0.6414123773574829
p005,14,True,1.569436617396684,0.44628292322158813,0.18367336690425873,0.4388737678527832,0.2552004009485245,0.8637893795967102,0.6527416110038757
p005,15,True,0.9404327087528337,0.34041500091552734,0.20071780681610107,0.49274155497550964,0.29202374815940857,0.8488357663154602,0.5917530059814453
p006,0,True,0.7271009658102477,0.28553634881973267,0.32095491886138916,0.6448737978935242,0.323918879032135,0.701316773891449,0.3301510512828827
p006,1,True,1.380484382290947,0.5122851729393005,0.19634878635406494,0.6081082224845886,0.4117594361305237,0.8313214778900146,0.3817405700683594
p006,2,True,2.203086584055524,0.6531999409198761,0.17971861362457275,0.5934961438179016,0.41377753019332886,0.8561243414878845,0.4024416208267212
p006,3,True,1.8178379941078233,0.6554242670536041,0.28114649653434753,0.6460261940956116,0.36487969756126404,0.7504662871360779,0.30589258670806885
p006,4,True,1.776377230112853,0.7545469552278519,0.28842616081237793,0.6120617389678955,0.3236355781555176,0.7358561754226685,0.3758071959018707
p006,5,True,1.383648534892253,0.7382971346378326,0.32024121284484863,0.6055313944816589,0.2852901816368103,0.7007195949554443,0.3691539764404297
p006,6,True,1.3426803829176488,0.7292933464050293,0.3852858245372772,0.6052338480949402,0.21994802355766296,0.6215367317199707,0.371429443359375
p006,7,True,1.2577582928359847,0.6862847208976746,0.376564085483551,0.6081832647323608,0.23161917924880981,0.6598986387252808,0.40676894783973694
p006,8,True,1.298125258890209,0.7048928141593933,0.3729233145713806,0.5594800114631653,0.18655669689178467,0.6522168517112732,0.4475697875022888
p006,9,True,1.26291244778213,0.6831387877464294,0.38129788637161255,0.6029268503189087,0.22162896394729614,0.6285945177078247,0.3678716719150543
p006,10,True,1.369571196439184,0.649614155292511,0.315636545419693,0.5443206429481506,0.22868409752845764,0.7095882892608643,0.45487964153289795
p006,11,True,1.362704621960308,0.6274730265140533,0.26020348072052,0.5134343504905701,0.25323086977005005,0.7736706733703613,0.5037237405776978
p006,12,True,1.3843139495728884,0.6066232323646545,0.2649291157722473,0.5021985769271851,0.23726946115493774,0.7619271278381348,0.5038530230522156
p006,13,True,1.407253270167846,0.6595662236213684,0.2321890890598297,0.43580880761146545,0.20361971855163574,0.7936432361602783,0.5759587287902832
p006,14,True,1.4778868839606465,0.5259985625743866,0.24748347699642181,0.47875693440437317,0.23127345740795135,0.7767660021781921,0.5421785116195679
p006,15,True,1.1287159260603634,0.47331488132476807,0.24678915739059448,0.5417171120643616,0.2949279546737671,0.7645511627197266,0.45740649104118347
p007,0,True,0.7071489412736688,0.24666732549667358,0.2877342402935028,0.6002837419509888,0.31254950165748596,0.7586398124694824,0.4303291440010071
p007,1,True,1.315888336937671,0.38578420877456665,0.20772607624530792,0.5721938014030457,0.36446772515773773,0.8446266651153564,0.47066906094551086
p007,2,True,1.8315847759062884,0.49206483364105225,0.2041369527578354,0.5621019005775452,0.3579649478197098,0.8548047542572021,0.48871538043022156
