temperature,local_coherence,local_coherence_sd,associative_drift,associative_drift_sd,self_diversity,global_coherence,attention_entropy,perplexity,degenerate,n
0.7,1.0,0.0,0.26302925524888215,0.049337801205705197,0.6934595229372823,0.8001288631250935,0.295658598964413,4.784208823969367,0.0,54
1.0,0.8669333714180101,0.20443921275781782,0.223190990863023,0.04373889105028043,0.7527414162921796,0.8046383569007196,0.2945175050171437,13.155886035525803,0.0,54
1.3,0.1951221557404111,0.17335552637244223,0.21867303715811837,0.0564057204837159,0.9425745241271115,0.7894541419766568,0.29684772028553263,8252.3912793543,0.0,54
1.6,0.10409085056286094,0.006574889089222541,0.35715546155417405,0.08803226599260933,0.9936182086089821,0.7887460047548468,0.3018147712573409,65030.997853531044,0.0,54
2.0,0.09677340852053645,0.002331722679310945,0.45998364990508117,0.11027611209581564,0.9983309003763722,0.7121589794754982,0.30232530613257375,117292.09617913819,0.0,54
2.5,0.09508277986238627,0.0018968271235652802,0.5208549231842712,0.1074571634273966,0.9988899613899613,0.7015219728151957,0.3018736514883737,139371.30564233448,0.0,54
